<<<<<<< HEAD
1:02:10 20181229-0063期方案6已投注，倍数42，模拟
1:03:16 20181229-0064期方案6已投注，倍数191，模拟
1:04:06 回头，下次盈利回头99.90003
1:04:08 20181229-0065期方案8已投注，倍数42，模拟
1:05:08 回头，下次盈利回头102.168
1:05:10 20181229-0066期方案7已投注，倍数42，模拟
1:06:09 回头，下次盈利回头104.436
1:06:11 20181229-0067期没有可投注的方案
1:07:13 20181229-0068期没有可投注的方案
1:08:09 20181229-0069期方案2已投注，倍数42，模拟
1:09:08 回头，下次盈利回头106.704
1:09:10 20181229-0070期没有可投注的方案
1:10:12 20181229-0071期没有可投注的方案
1:11:12 20181229-0072期没有可投注的方案
1:12:09 20181229-0073期没有可投注的方案
1:13:05 20181229-0074期没有可投注的方案
1:14:11 20181229-0075期没有可投注的方案
1:15:07 20181229-0076期没有可投注的方案
1:16:15 20181229-0077期方案1已投注，倍数42，模拟
1:16:15 20181229-0077期方案4已投注，倍数42，模拟
1:16:15 20181229-0077期方案8已投注，倍数42，模拟
1:17:12 20181229-0078期方案8已投注，倍数191，模拟
1:18:08 20181229-0079期方案1已投注，倍数42，模拟
1:18:08 20181229-0079期方案8已投注，倍数720，模拟
1:19:12 回头，下次盈利回头119.768
1:19:14 20181229-0080期方案5已投注，倍数42，模拟
1:20:08 回头，下次盈利回头122.036
1:20:10 20181229-0081期没有可投注的方案
1:21:11 20181229-0082期方案1已投注，倍数42，模拟
1:21:11 20181229-0082期方案8已投注，倍数42，模拟
1:22:08 20181229-0083期方案7已投注，倍数42，模拟
1:22:08 20181229-0083期方案8已投注，倍数191，模拟
1:22:08 20181229-0083期方案9已投注，倍数42，模拟
1:23:09 20181229-0084期方案8已投注，倍数720，模拟
1:23:09 20181229-0084期方案9已投注，倍数191，模拟
1:23:09 20181229-0084期方案10已投注，倍数42，模拟
1:24:10 20181229-0085期方案4已投注，倍数42，模拟
1:24:10 20181229-0085期方案7已投注，倍数42，模拟
1:24:10 20181229-0085期方案9已投注，倍数720，模拟
1:24:10 20181229-0085期方案10已投注，倍数191，模拟
1:25:04 回头，下次盈利回头148.062
1:25:06 20181229-0086期方案5已投注，倍数42，模拟
1:26:11 回头，下次盈利回头150.33
1:26:13 20181229-0087期没有可投注的方案
1:27:09 20181229-0088期方案3已投注，倍数42，模拟
1:27:09 20181229-0088期方案7已投注，倍数42，模拟
1:28:08 回头，下次盈利回头154.866
1:28:10 20181229-0089期没有可投注的方案
1:29:06 20181229-0090期没有可投注的方案
1:30:12 20181229-0091期没有可投注的方案
1:31:13 20181229-0092期方案4已投注，倍数42，模拟
1:32:07 回头，下次盈利回头157.134
1:32:09 20181229-0093期方案3已投注，倍数42，模拟
1:33:10 20181229-0094期方案3已投注，倍数191，模拟
1:33:10 20181229-0094期方案6已投注，倍数42，模拟
1:34:10 回头，下次盈利回头163.836
1:34:12 20181229-0095期没有可投注的方案
1:35:13 20181229-0096期方案7已投注，倍数42，模拟
1:36:14 20181229-0097期方案7已投注，倍数191，模拟
1:37:08 回头，下次盈利回头168.27
1:37:10 20181229-0098期没有可投注的方案
1:38:11 20181229-0099期方案1已投注，倍数42，模拟
1:38:11 20181229-0099期方案2已投注，倍数42，模拟
1:38:11 20181229-0099期方案5已投注，倍数42，模拟
1:38:11 20181229-0099期方案8已投注，倍数42，模拟
1:39:13 20181229-0100期方案1已投注，倍数191，模拟
1:39:13 20181229-0100期方案2已投注，倍数191，模拟
1:39:13 20181229-0100期方案5已投注，倍数191，模拟
1:40:14 20181229-0101期方案1已投注，倍数720，模拟
1:40:14 20181229-0101期方案3已投注，倍数42，模拟
1:40:14 20181229-0101期方案5已投注，倍数720，模拟
1:40:14 20181229-0101期方案7已投注，倍数42，模拟
1:40:14 20181229-0101期方案10已投注，倍数42，模拟
1:41:08 模拟爆掉，转为实战
1:41:10 20181229-0102期方案2已投注，倍数42，
1:41:10 20181229-0102期方案4已投注，倍数42，
1:41:10 20181229-0102期方案8已投注，倍数42，
1:42:11 20181229-0103期方案5已投注，倍数42，
1:42:11 20181229-0103期方案8已投注，倍数191，
1:43:06 20181229-0104期方案1已投注，倍数42，
1:43:06 20181229-0104期方案8已投注，倍数720，
1:44:06 回头，下次盈利回头7.194002
1:44:08 20181229-0105期方案1已投注，倍数42，
1:45:12 当前盈利9.452003，触发盈利转换
1:45:14 20181229-0106期没有可投注的方案
1:46:10 20181229-0107期没有可投注的方案
1:47:12 20181229-0108期方案3已投注，倍数42，模拟
1:48:08 20181229-0109期方案3已投注，倍数191，模拟
1:49:07 回头，下次盈利回头4.444
1:49:09 20181229-0110期方案7已投注，倍数42，模拟
1:50:08 回头，下次盈利回头6.712001
1:50:10 20181229-0111期方案2已投注，倍数42，模拟
1:50:10 20181229-0111期方案4已投注，倍数42，模拟
1:50:10 20181229-0111期方案5已投注，倍数42，模拟
1:50:10 20181229-0111期方案8已投注，倍数42，模拟
1:51:11 20181229-0112期方案2已投注，倍数191，模拟
1:51:11 20181229-0112期方案4已投注，倍数191，模拟
1:52:13 20181229-0113期方案2已投注，倍数720，模拟
1:52:13 20181229-0113期方案4已投注，倍数720，模拟
1:53:07 模拟爆掉，转为实战
1:53:09 20181229-0114期没有可投注的方案
1:54:11 20181229-0115期没有可投注的方案
1:55:07 20181229-0116期方案5已投注，倍数42，
1:55:07 20181229-0116期方案9已投注，倍数42，
1:56:06 回头，下次盈利回头4.546001
1:56:08 20181229-0117期没有可投注的方案
1:57:09 20181229-0118期没有可投注的方案
1:58:11 20181229-0119期方案3已投注，倍数42，
1:58:11 20181229-0119期方案9已投注，倍数42，
1:59:15 当前盈利9.072001，触发盈利转换
1:59:17 20181229-0120期方案8已投注，倍数42，模拟
2:00:06 回头，下次盈利回头2.278
2:00:08 20181229-0121期没有可投注的方案
2:01:55 20181229-0122期投注时间已过
2:02:10 20181229-0123期没有可投注的方案
2:03:11 20181229-0124期没有可投注的方案
2:04:12 20181229-0125期没有可投注的方案
2:05:08 20181229-0126期方案2已投注，倍数42，模拟
2:06:07 回头，下次盈利回头4.546001
2:06:09 20181229-0127期没有可投注的方案
2:07:10 20181229-0128期方案1已投注，倍数42，模拟
2:08:09 回头，下次盈利回头6.814001
2:08:11 20181229-0129期没有可投注的方案
2:09:12 20181229-0130期没有可投注的方案
2:10:08 20181229-0131期方案4已投注，倍数42，模拟
2:11:14 20181229-0132期方案2已投注，倍数42，模拟
2:11:14 20181229-0132期方案4已投注，倍数191，模拟
2:12:08 回头，下次盈利回头13.516
2:12:10 20181229-0133期方案6已投注，倍数42，模拟
2:13:11 20181229-0134期方案6已投注，倍数191，模拟
2:14:07 20181229-0135期方案6已投注，倍数720，模拟
2:15:05 模拟爆掉，转为实战
2:15:08 20181229-0136期方案6已投注，倍数42，
2:16:12 回头，下次盈利回头2.278
2:16:14 20181229-0137期没有可投注的方案
2:17:10 20181229-0138期方案3已投注，倍数42，
2:17:10 20181229-0138期方案4已投注，倍数42，
2:18:09 回头，下次盈利回头6.814001
2:18:11 20181229-0139期没有可投注的方案
2:19:07 20181229-0140期方案5已投注，倍数42，
2:20:13 20181229-0141期方案1已投注，倍数42，
2:20:13 20181229-0141期方案5已投注，倍数191，
2:20:13 20181229-0141期方案6已投注，倍数42，
2:21:07 回头，下次盈利回头7.636002
2:21:09 20181229-0142期方案2已投注，倍数42，
2:21:09 20181229-0142期方案6已投注，倍数42，
2:21:09 20181229-0142期方案7已投注，倍数42，
2:21:09 20181229-0142期方案8已投注，倍数42，
2:22:08 回头，下次盈利回头8.560002
2:22:10 20181229-0143期方案6已投注，倍数42，
2:23:11 20181229-0144期方案6已投注，倍数191，
2:24:08 20181229-0145期方案6已投注，倍数720，
2:25:12 当前盈利14.81001，触发盈利转换
2:25:14 20181229-0146期方案10已投注，倍数42，模拟
2:26:08 回头，下次盈利回头2.278
2:26:10 20181229-0147期没有可投注的方案
2:27:11 20181229-0148期方案2已投注，倍数42，模拟
2:28:07 20181229-0149期方案2已投注，倍数191，模拟
2:29:06 回头，下次盈利回头6.712001
2:29:08 20181229-0150期方案1已投注，倍数42，模拟
2:29:08 20181229-0150期方案7已投注，倍数42，模拟
2:30:14 20181229-0151期方案1已投注，倍数191，模拟
2:31:08 回头，下次盈利回头13.414
2:31:10 20181229-0152期没有可投注的方案
2:32:11 20181229-0153期方案2已投注，倍数42，模拟
2:33:06 回头，下次盈利回头15.682
2:33:08 20181229-0154期方案9已投注，倍数42，模拟
2:34:07 回头，下次盈利回头17.95
2:34:09 20181229-0155期没有可投注的方案
2:35:05 20181229-0156期方案4已投注，倍数42，模拟
2:36:09 回头，下次盈利回头20.218
2:36:11 20181229-0157期方案8已投注，倍数42，模拟
2:37:12 20181229-0158期方案2已投注，倍数42，模拟
2:37:12 20181229-0158期方案6已投注，倍数42，模拟
2:37:12 20181229-0158期方案8已投注，倍数191，模拟
2:38:06 回头，下次盈利回头21.04
2:38:08 20181229-0159期方案6已投注，倍数42，模拟
2:39:12 回头，下次盈利回头23.308
2:39:14 20181229-0160期没有可投注的方案
2:40:05 20181229-0161期方案2已投注，倍数42，模拟
2:40:05 20181229-0161期方案5已投注，倍数42，模拟
2:41:09 回头，下次盈利回头27.844
2:41:11 20181229-0162期方案7已投注，倍数42，模拟
2:42:10 回头，下次盈利回头30.112
2:42:12 20181229-0163期方案9已投注，倍数42，模拟
2:42:12 20181229-0163期方案10已投注，倍数42，模拟
2:43:09 20181229-0164期方案2已投注，倍数42，模拟
2:43:09 20181229-0164期方案10已投注，倍数191，模拟
2:44:13 回头，下次盈利回头39.082
2:44:15 20181229-0165期方案9已投注，倍数42，模拟
2:45:11 20181229-0166期方案9已投注，倍数191，模拟
2:45:11 20181229-0166期方案10已投注，倍数42，模拟
2:46:12 20181229-0167期方案10已投注，倍数191，模拟
2:47:06 回头，下次盈利回头47.95
2:47:08 20181229-0168期没有可投注的方案
2:48:14 20181229-0169期没有可投注的方案
2:49:15 20181229-0170期没有可投注的方案
2:50:11 20181229-0171期方案7已投注，倍数42，模拟
2:51:13 20181229-0172期方案7已投注，倍数191，模拟
2:52:07 回头，下次盈利回头52.384
2:52:09 20181229-0173期没有可投注的方案
2:53:10 20181229-0174期方案4已投注，倍数42，模拟
2:54:05 回头，下次盈利回头54.652
2:54:07 20181229-0175期方案2已投注，倍数42，模拟
2:55:12 回头，下次盈利回头56.92001
2:55:14 20181229-0176期方案7已投注，倍数42，模拟
2:56:09 20181229-0177期方案1已投注，倍数42，模拟
2:56:09 20181229-0177期方案2已投注，倍数42，模拟
2:56:09 20181229-0177期方案7已投注，倍数191，模拟
2:57:08 回头，下次盈利回头65.89001
2:57:10 20181229-0178期没有可投注的方案
2:58:11 20181229-0179期方案2已投注，倍数42，模拟
2:59:07 20181229-0180期方案2已投注，倍数191，模拟
3:00:11 回头，下次盈利回头70.32401
3:00:13 20181229-0181期没有可投注的方案
3:01:14 20181229-0182期没有可投注的方案
3:02:10 20181229-0183期没有可投注的方案
3:03:06 20181229-0184期没有可投注的方案
3:04:07 20181229-0185期没有可投注的方案
3:05:13 20181229-0186期方案6已投注，倍数42，模拟
3:06:07 回头，下次盈利回头72.592
3:06:09 20181229-0187期方案4已投注，倍数42，模拟
3:07:08 回头，下次盈利回头74.86
3:07:10 20181229-0188期方案5已投注，倍数42，模拟
3:07:10 20181229-0188期方案8已投注，倍数42，模拟
3:08:06 20181229-0189期方案5已投注，倍数191，模拟
3:08:07 20181229-0189期方案8已投注，倍数191，模拟
3:09:12 20181229-0190期方案8已投注，倍数720，模拟
3:10:12 回头，下次盈利回头85.554
3:10:14 20181229-0191期没有可投注的方案
3:11:10 20181229-0192期没有可投注的方案
3:12:11 20181229-0193期没有可投注的方案
3:13:17 20181229-0194期没有可投注的方案
3:14:13 20181229-0195期没有可投注的方案
3:15:09 20181229-0196期没有可投注的方案
3:16:10 20181229-0197期方案9已投注，倍数42，模拟
3:17:04 回头，下次盈利回头87.822
3:17:06 20181229-0198期没有可投注的方案
3:18:12 20181229-0199期方案2已投注，倍数42，模拟
3:18:12 20181229-0199期方案5已投注，倍数42，模拟
3:19:13 20181229-0200期方案5已投注，倍数191，模拟
3:19:13 20181229-0200期方案8已投注，倍数42，模拟
3:20:09 20181229-0201期方案1已投注，倍数42，模拟
3:20:09 20181229-0201期方案5已投注，倍数720，模拟
3:21:08 模拟爆掉，转为实战
3:21:10 20181229-0202期方案8已投注，倍数42，
3:22:04 回头，下次盈利回头2.278
3:22:06 20181229-0203期方案1已投注，倍数42，
3:22:06 20181229-0203期方案5已投注，倍数42，
3:23:12 20181229-0204期方案5已投注，倍数191，
3:24:12 回头，下次盈利回头8.980001
3:24:14 20181229-0205期没有可投注的方案
3:25:10 20181229-0206期方案2已投注，倍数42，
3:25:10 20181229-0206期方案5已投注，倍数42，
3:26:11 20181229-0207期方案5已投注，倍数191，
3:27:05 当前盈利15.672，触发盈利转换
3:27:07 20181229-0208期方案4已投注，倍数42，模拟
3:27:07 20181229-0208期方案6已投注，倍数42，模拟
3:28:11 回头，下次盈利回头4.546001
3:28:13 20181229-0209期方案1已投注，倍数42，模拟
3:28:13 20181229-0209期方案3已投注，倍数42，模拟
3:29:09 20181229-0210期方案3已投注，倍数191，模拟
3:29:09 20181229-0210期方案6已投注，倍数42，模拟
3:29:09 20181229-0210期方案10已投注，倍数42，模拟
3:30:10 20181229-0211期方案3已投注，倍数720，模拟
3:31:14 回头，下次盈利回头17.61
3:31:16 20181229-0212期没有可投注的方案
3:32:07 20181229-0213期没有可投注的方案
3:33:15 请求奖期信息错误, , 重试1...
3:33:17 20181229-0214期没有可投注的方案
3:34:09 20181229-0215期没有可投注的方案
3:35:10 20181229-0216期方案6已投注，倍数42，模拟
3:36:16 20181229-0217期方案6已投注，倍数191，模拟
3:36:16 20181229-0217期方案9已投注，倍数42，模拟
3:37:10 回头，下次盈利回头24.31201
3:37:12 20181229-0218期没有可投注的方案
3:38:13 20181229-0219期没有可投注的方案
3:39:09 20181229-0220期没有可投注的方案
3:40:15 20181229-0221期方案3已投注，倍数42，模拟
3:41:09 回头，下次盈利回头26.58001
3:41:11 20181229-0222期没有可投注的方案
3:42:12 20181229-0223期方案9已投注，倍数42，模拟
3:43:08 20181229-0224期方案9已投注，倍数191，模拟
3:44:14 20181229-0225期方案9已投注，倍数720，模拟
3:45:08 模拟爆掉，转为实战
3:45:10 20181229-0226期没有可投注的方案
3:46:11 20181229-0227期方案10已投注，倍数42，
3:47:10 回头，下次盈利回头2.278
3:47:12 20181229-0228期方案7已投注，倍数42，
3:47:12 20181229-0228期方案9已投注，倍数42，
3:48:08 20181229-0229期方案9已投注，倍数191，
3:49:12 回头，下次盈利回头8.980001
3:49:14 20181229-0230期方案8已投注，倍数42，
3:50:10 20181229-0231期方案8已投注，倍数191，
3:51:11 20181229-0232期方案8已投注，倍数720，
3:52:05 当前盈利15.23，触发盈利转换
3:52:08 20181229-0233期方案7已投注，倍数42，模拟
3:53:06 回头，下次盈利回头2.278
3:53:08 20181229-0234期没有可投注的方案
3:54:15 20181229-0235期方案8已投注，倍数42，模拟
3:54:15 20181229-0235期方案9已投注，倍数42，模拟
3:54:15 20181229-0235期方案10已投注，倍数42，模拟
3:55:09 回头，下次盈利回头9.082002
3:55:11 20181229-0236期方案1已投注，倍数42，模拟
3:56:12 20181229-0237期方案1已投注，倍数191，模拟
3:56:12 20181229-0237期方案8已投注，倍数42，模拟
3:57:08 20181229-0238期方案8已投注，倍数191，模拟
3:57:08 20181229-0238期方案9已投注，倍数42，模拟
3:58:09 20181229-0239期方案8已投注，倍数720，模拟
3:59:03 模拟爆掉，转为实战
3:59:05 20181229-0240期没有可投注的方案
4:00:11 20181229-0241期没有可投注的方案
4:01:12 20181229-0242期方案7已投注，倍数42，
4:02:06 回头，下次盈利回头2.278
4:02:08 20181229-0243期没有可投注的方案
4:03:09 20181229-0244期没有可投注的方案
4:04:10 20181229-0245期方案2已投注，倍数42，
4:04:10 20181229-0245期方案6已投注，倍数42，
4:05:09 回头，下次盈利回头6.814001
4:05:11 20181229-0246期方案3已投注，倍数42，
4:06:07 20181229-0247期方案3已投注，倍数191，
4:07:06 当前盈利11.238，触发盈利转换
4:07:08 20181229-0248期方案4已投注，倍数42，模拟
4:08:14 20181229-0249期方案4已投注，倍数191，模拟
4:08:14 20181229-0249期方案8已投注，倍数42，模拟
4:09:11 20181229-0250期方案4已投注，倍数720，模拟
4:09:11 20181229-0250期方案5已投注，倍数42，模拟
4:09:11 20181229-0250期方案8已投注，倍数191，模拟
4:10:10 回头，下次盈利回头12.972
4:10:12 20181229-0251期方案3已投注，倍数42，模拟
4:11:06 回头，下次盈利回头15.24
4:11:08 20181229-0252期方案1已投注，倍数42，模拟
4:12:07 回头，下次盈利回头17.508
4:12:09 20181229-0253期没有可投注的方案
4:13:06 20181229-0254期没有可投注的方案
4:14:08 20181229-0255期方案4已投注，倍数42，模拟
4:15:14 20181229-0256期方案4已投注，倍数191，模拟
4:16:08 回头，下次盈利回头21.942
4:16:10 20181229-0257期方案7已投注，倍数42，模拟
4:16:10 20181229-0257期方案8已投注，倍数42，模拟
4:17:09 回头，下次盈利回头26.478
4:17:11 20181229-0258期没有可投注的方案
4:18:07 20181229-0259期没有可投注的方案
4:19:13 20181229-0260期方案4已投注，倍数42，模拟
4:20:14 20181229-0261期方案2已投注，倍数42，模拟
4:20:14 20181229-0261期方案4已投注，倍数191，模拟
4:21:08 回头，下次盈利回头33.18
4:21:10 20181229-0262期没有可投注的方案
4:22:11 20181229-0263期方案1已投注，倍数42，模拟
4:23:05 回头，下次盈利回头35.44801
4:23:07 20181229-0264期方案9已投注，倍数42，模拟
4:24:11 回头，下次盈利回头37.71601
4:24:13 20181229-0265期没有可投注的方案
4:25:09 20181229-0266期方案3已投注，倍数42，模拟
4:25:09 20181229-0266期方案5已投注，倍数42，模拟
4:26:08 回头，下次盈利回头42.25201
4:26:10 20181229-0267期方案10已投注，倍数42，模拟
4:27:10 回头，下次盈利回头44.52001
4:27:12 20181229-0268期没有可投注的方案
4:28:08 20181229-0269期没有可投注的方案
4:29:14 20181229-0270期方案2已投注，倍数42，模拟
4:29:14 20181229-0270期方案3已投注，倍数42，模拟
4:29:14 20181229-0270期方案4已投注，倍数42，模拟
4:29:14 20181229-0270期方案6已投注，倍数42，模拟
4:29:14 20181229-0270期方案7已投注，倍数42，模拟
4:29:14 20181229-0270期方案8已投注，倍数42，模拟
4:29:14 20181229-0270期方案9已投注，倍数42，模拟
4:30:10 20181229-0271期方案4已投注，倍数191，模拟
4:30:10 20181229-0271期方案5已投注，倍数42，模拟
4:30:10 20181229-0271期方案6已投注，倍数191，模拟
4:30:10 20181229-0271期方案7已投注，倍数191，模拟
4:30:10 20181229-0271期方案9已投注，倍数191，模拟
4:31:11 20181229-0272期方案4已投注，倍数720，模拟
4:32:05 回头，下次盈利回头73.15401
4:32:07 20181229-0273期方案9已投注，倍数42，模拟
4:33:08 20181229-0274期方案9已投注，倍数191，模拟
4:34:13 回头，下次盈利回头77.58802
4:34:15 20181229-0275期方案7已投注，倍数42，模拟
4:35:11 20181229-0276期方案7已投注，倍数191，模拟
4:36:12 20181229-0277期方案7已投注，倍数720，模拟
4:37:06 模拟爆掉，转为实战
4:37:08 20181229-0278期没有可投注的方案
4:38:14 20181229-0279期方案10已投注，倍数42，
4:39:08 回头，下次盈利回头2.278
4:39:10 20181229-0280期方案6已投注，倍数42，
4:40:09 回头，下次盈利回头4.546001
4:40:11 20181229-0281期方案1已投注，倍数42，
4:41:10 回头，下次盈利回头6.814001
4:41:12 20181229-0282期方案8已投注，倍数42，
4:41:12 20181229-0282期方案9已投注，倍数42，
4:42:08 20181229-0283期方案5已投注，倍数42，
4:42:08 20181229-0283期方案8已投注，倍数191，
4:43:12 回头，下次盈利回头7.636002
4:43:14 20181229-0284期方案1已投注，倍数42，
4:43:14 20181229-0284期方案5已投注，倍数42，
4:44:06 20181229-0285期方案5已投注，倍数191，
4:44:06 20181229-0285期方案6已投注，倍数42，
4:44:06 20181229-0285期方案10已投注，倍数42，
4:45:12 20181229-0286期方案5已投注，倍数720，
4:46:08 20181229-0287期方案5已投注，倍数2595，
4:47:08 当前盈利21.14，触发盈利转换
4:47:10 20181229-0288期方案3已投注，倍数42，模拟
4:48:09 回头，下次盈利回头2.278
4:48:11 20181229-0289期方案6已投注，倍数42，模拟
4:48:11 20181229-0289期方案9已投注，倍数42，模拟
4:49:07 20181229-0290期方案6已投注，倍数191，模拟
4:50:13 20181229-0291期方案4已投注，倍数42，模拟
4:50:13 20181229-0291期方案6已投注，倍数720，模拟
4:51:07 回头，下次盈利回头4.926003
4:51:09 20181229-0292期方案4已投注，倍数42，模拟
4:52:08 回头，下次盈利回头7.194003
4:52:10 20181229-0293期方案1已投注，倍数42，模拟
4:53:04 回头，下次盈利回头9.462004
4:53:06 20181229-0294期没有可投注的方案
4:54:13 20181229-0295期方案6已投注，倍数42，模拟
4:55:07 回头，下次盈利回头11.73
4:55:09 20181229-0296期没有可投注的方案
4:56:10 20181229-0297期方案3已投注，倍数42，模拟
4:56:10 20181229-0297期方案5已投注，倍数42，模拟
4:57:11 20181229-0298期方案3已投注，倍数191，模拟
4:57:11 20181229-0298期方案7已投注，倍数42，模拟
4:58:05 回头，下次盈利回头20.70001
4:58:07 20181229-0299期没有可投注的方案
4:59:13 20181229-0300期方案6已投注，倍数42，模拟
5:00:14 20181229-0301期方案6已投注，倍数191，模拟
5:00:14 20181229-0301期方案7已投注，倍数42，模拟
5:00:14 20181229-0301期方案8已投注，倍数42，模拟
5:01:10 20181229-0302期方案5已投注，倍数42，模拟
5:01:10 20181229-0302期方案6已投注，倍数720，模拟
5:01:10 20181229-0302期方案10已投注，倍数42，模拟
5:02:14 回头，下次盈利回头36.03201
5:02:16 20181229-0303期方案4已投注，倍数42，模拟
5:03:10 回头，下次盈利回头38.30001
5:03:12 20181229-0304期没有可投注的方案
5:04:13 20181229-0305期方案7已投注，倍数42，模拟
5:05:07 回头，下次盈利回头40.56801
5:05:09 20181229-0306期没有可投注的方案
5:06:10 20181229-0307期没有可投注的方案
5:07:06 20181229-0308期方案9已投注，倍数42，模拟
5:08:10 回头，下次盈利回头42.83601
5:08:12 20181229-0309期没有可投注的方案
5:09:08 20181229-0310期方案4已投注，倍数42，模拟
5:10:07 回头，下次盈利回头45.10401
5:10:09 20181229-0311期没有可投注的方案
5:11:10 20181229-0312期方案10已投注，倍数42，模拟
5:12:12 20181229-0313期方案1已投注，倍数42，模拟
5:12:12 20181229-0313期方案10已投注，倍数191，模拟
5:13:11 回头，下次盈利回头51.80601
5:13:13 20181229-0314期没有可投注的方案
5:14:09 20181229-0315期没有可投注的方案
5:15:10 20181229-0316期方案8已投注，倍数42，模拟
5:16:04 回头，下次盈利回头54.07401
5:16:06 20181229-0317期没有可投注的方案
5:17:12 20181229-0318期方案7已投注，倍数42，模拟
5:18:11 回头，下次盈利回头56.34201
5:18:13 20181229-0319期方案1已投注，倍数42，模拟
5:18:13 20181229-0319期方案8已投注，倍数42，模拟
5:19:07 回头，下次盈利回头60.87801
5:19:09 20181229-0320期方案9已投注，倍数42，模拟
5:20:09 20181229-0321期方案9已投注，倍数191，模拟
5:21:03 回头，下次盈利回头65.31202
5:21:05 20181229-0322期没有可投注的方案
5:22:12 20181229-0323期没有可投注的方案
5:23:08 20181229-0324期没有可投注的方案
5:24:09 20181229-0325期方案3已投注，倍数42，模拟
5:25:15 20181229-0326期方案3已投注，倍数191，模拟
5:26:11 20181229-0327期方案3已投注，倍数720，模拟
5:26:11 20181229-0327期方案7已投注，倍数42，模拟
5:27:10 回头，下次盈利回头73.84002
5:27:12 20181229-0328期没有可投注的方案
5:28:08 20181229-0329期方案2已投注，倍数42，模拟
5:28:08 20181229-0329期方案6已投注，倍数42，模拟
5:29:07 回头，下次盈利回头78.37602
5:29:09 20181229-0330期没有可投注的方案
5:30:15 20181229-0331期方案1已投注，倍数42，模拟
5:31:09 回头，下次盈利回头80.64402
5:31:11 20181229-0332期方案6已投注，倍数42，模拟
5:32:10 回头，下次盈利回头82.91202
5:32:12 20181229-0333期没有可投注的方案
5:33:08 20181229-0334期方案1已投注，倍数42，模拟
5:34:07 回头，下次盈利回头85.18002
5:34:09 20181229-0335期方案7已投注，倍数42，模拟
5:34:09 20181229-0335期方案10已投注，倍数42，模拟
5:35:05 20181229-0336期方案7已投注，倍数191，模拟
5:36:11 20181229-0337期方案6已投注，倍数42，模拟
5:36:11 20181229-0337期方案7已投注，倍数720，模拟
5:37:05 模拟爆掉，转为实战
5:37:07 20181229-0338期方案7已投注，倍数42，
5:38:08 20181229-0339期方案7已投注，倍数191，
5:39:14 20181229-0340期方案7已投注，倍数720，
5:39:14 20181229-0340期方案10已投注，倍数42，
5:40:10 20181229-0341期方案7已投注，倍数2595，
5:40:10 20181229-0341期方案8已投注，倍数42，
5:41:09 当前盈利11.246，触发盈利转换
5:41:11 20181229-0342期方案1已投注，倍数42，模拟
5:42:07 20181229-0343期方案1已投注，倍数191，模拟
5:42:07 20181229-0343期方案6已投注，倍数42，模拟
5:42:07 20181229-0343期方案9已投注，倍数42，模拟
5:43:11 回头，下次盈利回头8.980001
5:43:13 20181229-0344期没有可投注的方案
5:44:14 20181229-0345期没有可投注的方案
5:45:11 20181229-0346期没有可投注的方案
5:46:12 20181229-0347期方案7已投注，倍数42，模拟
5:47:08 20181229-0348期方案4已投注，倍数42，模拟
5:47:08 20181229-0348期方案7已投注，倍数191，模拟
5:48:12 回头，下次盈利回头15.682
5:48:14 20181229-0349期方案7已投注，倍数42，模拟
5:49:10 20181229-0350期方案7已投注，倍数191，模拟
5:50:09 回头，下次盈利回头20.116
5:50:11 20181229-0351期方案5已投注，倍数42，模拟
5:50:11 20181229-0351期方案6已投注，倍数42，模拟
5:51:07 20181229-0352期方案5已投注，倍数191，模拟
5:51:07 20181229-0352期方案6已投注，倍数191，模拟
5:52:08 20181229-0353期方案5已投注，倍数720，模拟
5:53:12 回头，下次盈利回头30.81001
5:53:14 20181229-0354期方案6已投注，倍数42，模拟
5:54:08 回头，下次盈利回头33.078
5:54:10 20181229-0355期方案4已投注，倍数42，模拟
5:54:10 20181229-0355期方案8已投注，倍数42，模拟
5:55:09 回头，下次盈利回头37.614
5:55:11 20181229-0356期没有可投注的方案
5:56:07 20181229-0357期方案2已投注，倍数42，模拟
5:56:07 20181229-0357期方案6已投注，倍数42，模拟
5:56:08 20181229-0357期方案9已投注，倍数42，模拟
5:57:08 20181229-0358期方案6已投注，倍数191，模拟
5:58:02 回头，下次盈利回头46.584
5:58:04 20181229-0359期方案4已投注，倍数42，模拟
5:59:11 20181229-0360期方案4已投注，倍数191，模拟
6:00:12 20181229-0361期方案4已投注，倍数720，模拟
6:01:06 回头，下次盈利回头52.84401
6:01:08 20181229-0362期方案1已投注，倍数42，模拟
6:02:12 回头，下次盈利回头55.11201
6:02:14 20181229-0363期没有可投注的方案
6:03:10 20181229-0364期方案2已投注，倍数42，模拟
6:03:10 20181229-0364期方案3已投注，倍数42，模拟
6:03:10 20181229-0364期方案7已投注，倍数42，模拟
6:04:11 20181229-0365期方案2已投注，倍数191，模拟
6:04:11 20181229-0365期方案3已投注，倍数191，模拟
6:05:12 回头，下次盈利回头66.24801
6:05:14 20181229-0366期没有可投注的方案
6:06:10 20181229-0367期没有可投注的方案
6:07:11 20181229-0368期没有可投注的方案
6:08:07 20181229-0369期方案8已投注，倍数42，模拟
6:09:11 回头，下次盈利回头68.51601
6:09:13 20181229-0370期没有可投注的方案
6:10:09 20181229-0371期方案9已投注，倍数42，模拟
6:11:08 回头，下次盈利回头70.784
6:11:10 20181229-0372期没有可投注的方案
6:12:06 20181229-0373期没有可投注的方案
